,date,true_confirm,predict_confirm
510,20210629,2202,1756.17529296875
511,20210630,2204,1757.863037109375
512,20210701,2207,1759.74755859375
513,20210702,2211,1761.85595703125
514,20210703,2212,1763.9959716796875
515,20210704,2218,1766.286376953125
516,20210705,2222,1768.33154296875
517,20210706,2226,1770.2503662109375
518,20210707,2234,1772.3203125
519,20210708,2237,1774.10693359375
520,20210709,2243,1775.7252197265625
521,20210710,2246,1777.23486328125
522,20210711,2247,1778.8096923828125
523,20210712,2252,1780.344970703125
524,20210713,2257,1781.7906494140625
525,20210714,2257,1783.1690673828125
526,20210715,2263,1784.602783203125
527,20210716,2266,1785.75390625
528,20210717,2267,1786.9345703125
529,20210718,2271,1788.2655029296875
530,20210719,2274,1789.4368896484375
531,20210720,2276,1790.5030517578125
532,20210721,2278,1791.6011962890625
533,20210722,2281,1792.64306640625
534,20210723,2283,1793.6468505859375
535,20210724,2287,1795.189453125
536,20210725,2287,1797.0625
537,20210726,2291,1798.956298828125
538,20210727,2292,1800.4312744140625
539,20210728,2292,1802.024658203125
540,20210729,2299,1804.36181640625
541,20210730,2307,1807.1109619140625
542,20210731,2312,1809.808837890625
543,20210801,2314,1812.434814453125
544,20210802,2314,1815.399169921875
545,20210803,2318,1819.0423583984375
546,20210804,2329,1822.9478759765625
547,20210805,2337,1826.283203125
548,20210806,2346,1829.311279296875
549,20210807,2352,1831.985107421875
550,20210808,2360,1834.597412109375
551,20210809,2369,1837.201171875
552,20210810,2373,1839.549072265625
553,20210811,2378,1841.6302490234375
554,20210812,2383,1843.7735595703125
555,20210813,2383,1846.166748046875
556,20210814,2394,1848.8035888671875
557,20210815,2396,1851.014404296875
558,20210816,2403,1853.88330078125
559,20210817,2403,1856.3978271484375
560,20210818,2414,1859.09228515625
561,20210819,2416,1861.967529296875
562,20210820,2420,1865.255126953125
563,20210821,2432,1868.294189453125
564,20210822,2436,1870.8695068359375
565,20210823,2436,1873.5777587890625
566,20210824,2451,1876.621337890625
567,20210825,2454,1878.838623046875
568,20210826,2462,1881.11962890625
569,20210827,2466,1883.4073486328125
570,20210828,2471,1886.087646484375
571,20210829,2476,1888.9730224609375
572,20210830,2480,1891.8033447265625
573,20210831,2483,1894.4364013671875
574,20210901,2489,1897.182373046875
575,20210902,2497,1899.9962158203125
576,20210903,2505,1902.4273681640625
577,20210904,2514,1904.3839111328125
578,20210905,2516,1905.933349609375
579,20210906,2520,1907.639892578125
580,20210907,2526,1909.2808837890625
581,20210908,2528,1910.647705078125
582,20210909,2532,1912.2237548828125
583,20210910,2534,1913.80712890625
584,20210911,2537,1915.197021484375
